idx,num_tokens,label,pt_yes,pt_no,pt_pred,fhe_yes,fhe_no,fhe_pred,time_sec
365,100,1,17.9688,16.9062,Yes,17.7149,16.7003,Yes,362.2
366,67,0,18.3594,17.6562,Yes,18.2372,17.5607,Yes,355.6
367,79,1,18.1406,17.0312,Yes,17.9861,16.9035,Yes,384.0
368,64,0,17.8125,17.0156,Yes,17.7119,16.9316,Yes,376.4
369,52,0,18.1562,16.8750,Yes,18.0853,16.8145,Yes,373.0
370,99,1,17.8750,17.0469,Yes,17.6622,16.8718,Yes,388.5
371,64,1,18.1562,17.1562,Yes,18.0559,17.0764,Yes,343.9
372,74,1,18.4062,17.2500,Yes,18.3003,17.1639,Yes,384.2
373,73,1,18.2969,17.1719,Yes,18.1578,17.0637,Yes,360.2
374,74,0,17.8750,16.7969,Yes,17.7593,16.7178,Yes,354.0
375,101,0,17.9062,16.6562,Yes,17.6482,16.4587,Yes,388.9
376,59,0,18.3125,17.2031,Yes,18.2207,17.1459,Yes,376.8
377,75,0,18.1719,17.3125,Yes,18.0609,17.2266,Yes,387.4
378,83,1,17.9375,16.8281,Yes,17.7260,16.6614,Yes,359.3
379,73,1,17.8438,17.1719,Yes,17.7477,17.0953,Yes,358.7
380,69,1,18.0938,17.0312,Yes,17.9750,16.9488,Yes,386.4
381,83,1,18.1094,16.9219,Yes,17.9242,16.7809,Yes,359.0
382,71,0,17.9844,16.8125,Yes,17.8525,16.6969,Yes,355.2
383,92,1,18.5312,17.4688,Yes,18.3456,17.3199,Yes,362.8
384,65,1,18.5781,17.2812,Yes,18.4764,17.2053,Yes,353.4
385,71,0,18.2812,17.1406,Yes,18.1793,17.0665,Yes,353.7
386,54,1,18.3750,17.1562,Yes,18.3192,17.1028,Yes,375.5
387,57,0,18.0469,17.1719,Yes,17.9644,17.1187,Yes,378.6
388,74,1,18.3750,17.1250,Yes,18.2191,17.0237,Yes,360.8
389,74,1,18.3281,16.9688,Yes,18.1802,16.8540,Yes,361.5
390,75,1,18.2656,17.1094,Yes,18.1194,16.9967,Yes,359.0
391,70,1,17.7812,16.7344,Yes,17.6187,16.6089,Yes,357.3
392,89,1,18.1094,16.9375,Yes,17.9304,16.7766,Yes,363.7
393,88,1,17.9531,16.8750,Yes,17.7131,16.6906,Yes,355.5
394,98,1,17.9531,16.7969,Yes,17.6929,16.5833,Yes,362.3
395,68,1,18.1562,16.9219,Yes,18.0185,16.8120,Yes,383.3
396,83,1,18.0469,16.8906,Yes,17.8716,16.7526,Yes,356.2
397,63,1,18.2344,17.2500,Yes,18.1188,17.1515,Yes,351.1
398,79,1,17.9688,16.7812,Yes,17.8283,16.6743,Yes,357.2
399,81,1,17.8750,16.7031,Yes,17.7167,16.5887,Yes,356.1
400,86,0,17.9688,16.9062,Yes,17.7981,16.7798,Yes,388.6
401,83,1,17.9688,16.6875,Yes,17.7947,16.5672,Yes,358.6
402,51,1,18.0156,16.9531,Yes,17.9349,16.8822,Yes,378.2
403,97,0,17.8750,16.7812,Yes,17.6653,16.6197,Yes,390.6
404,59,1,18.2188,17.2969,Yes,18.1471,17.2329,Yes,347.2
405,87,1,17.7188,16.7188,Yes,17.5051,16.5549,Yes,359.0
406,86,0,18.3438,16.7188,Yes,18.2011,16.6099,Yes,357.2
407,60,1,17.5625,16.7500,Yes,17.5018,16.7130,Yes,375.1
