idx,num_tokens,label,pt_yes,pt_no,pt_pred,fhe_yes,fhe_no,fhe_pred,time_sec
365,100,1,17.9688,16.9062,Yes,17.7141,16.6979,Yes,207.2
366,67,0,18.3594,17.6562,Yes,18.2392,17.5633,Yes,210.8
367,79,1,18.1406,17.0312,Yes,17.9857,16.9032,Yes,216.7
368,64,0,17.8125,17.0156,Yes,17.7100,16.9298,Yes,213.4
369,52,0,18.1562,16.8750,Yes,18.0832,16.8134,Yes,213.0
370,99,1,17.8750,17.0469,Yes,17.6612,16.8704,Yes,224.8
371,64,1,18.1562,17.1562,Yes,18.0547,17.0749,Yes,209.4
372,74,1,18.4062,17.2500,Yes,18.2961,17.1614,Yes,218.4
373,73,1,18.2969,17.1719,Yes,18.1557,17.0614,Yes,214.3
374,74,0,17.8750,16.7969,Yes,17.7586,16.7188,Yes,207.2
375,101,0,17.9062,16.6562,Yes,17.6485,16.4595,Yes,218.1
376,59,0,18.3125,17.2031,Yes,18.2196,17.1459,Yes,206.0
377,75,0,18.1719,17.3125,Yes,18.0592,17.2253,Yes,210.4
378,83,1,17.9375,16.8281,Yes,17.7301,16.6658,Yes,214.5
379,73,1,17.8438,17.1719,Yes,17.7466,17.0944,Yes,213.3
380,69,1,18.0938,17.0312,Yes,17.9752,16.9479,Yes,208.5
381,83,1,18.1094,16.9219,Yes,17.9252,16.7808,Yes,210.5
382,71,0,17.9844,16.8125,Yes,17.8563,16.6983,Yes,214.4
383,92,1,18.5312,17.4688,Yes,18.3482,17.3247,Yes,217.6
384,65,1,18.5781,17.2812,Yes,18.4780,17.2061,Yes,209.0
385,71,0,18.2812,17.1406,Yes,18.1802,17.0664,Yes,222.5
386,54,1,18.3750,17.1562,Yes,18.3210,17.1046,Yes,217.0
387,57,0,18.0469,17.1719,Yes,17.9635,17.1161,Yes,208.1
388,74,1,18.3750,17.1250,Yes,18.2207,17.0203,Yes,218.6
389,74,1,18.3281,16.9688,Yes,18.1817,16.8566,Yes,197.1
390,75,1,18.2656,17.1094,Yes,18.1214,16.9963,Yes,213.9
391,70,1,17.7812,16.7344,Yes,17.6195,16.6078,Yes,217.8
392,89,1,18.1094,16.9375,Yes,17.9268,16.7785,Yes,211.9
393,88,1,17.9531,16.8750,Yes,17.7099,16.6895,Yes,215.9
394,98,1,17.9531,16.7969,Yes,17.6948,16.5870,Yes,221.7
395,68,1,18.1562,16.9219,Yes,18.0141,16.8116,Yes,206.2
396,83,1,18.0469,16.8906,Yes,17.8702,16.7517,Yes,210.1
397,63,1,18.2344,17.2500,Yes,18.1191,17.1508,Yes,207.8
398,79,1,17.9688,16.7812,Yes,17.8274,16.6747,Yes,217.8
399,81,1,17.8750,16.7031,Yes,17.7176,16.5894,Yes,218.1
400,86,0,17.9688,16.9062,Yes,17.7999,16.7799,Yes,224.3
401,83,1,17.9688,16.6875,Yes,17.7889,16.5640,Yes,212.2
402,51,1,18.0156,16.9531,Yes,17.9354,16.8855,Yes,238.3
403,97,0,17.8750,16.7812,Yes,17.6635,16.6185,Yes,219.7
404,59,1,18.2188,17.2969,Yes,18.1496,17.2365,Yes,200.2
405,87,1,17.7188,16.7188,Yes,17.5100,16.5577,Yes,214.4
406,86,0,18.3438,16.7188,Yes,18.2026,16.6101,Yes,213.0
407,60,1,17.5625,16.7500,Yes,17.5044,16.7142,Yes,201.0
